Species,Dataset,File Name,Tetracycline,Ampicillin,Amoxicillin-Clavulanic acid,Cefoxitin,Ceftiofur,Gentamicin,Ceftriaxone,clusters,split
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096102.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096104.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096105.fna,R,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096106.fna,R,R,R,R,R,S,R,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096107.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096108.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096702.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096703.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096704.fna,R,R,R,R,R,S,R,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096710.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096718.fna,R,R,R,R,R,R,I,23,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096719.fna,S,R,I,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096720.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096721.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3096722.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098258.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098259.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098260.fna,R,S,S,S,S,R,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098261.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098262.fna,R,R,I,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098263.fna,S,R,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098264.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098265.fna,S,S,S,S,S,S,S,42,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098266.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098267.fna,S,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098269.fna,R,S,S,S,S,R,S,78,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098270.fna,R,R,S,S,S,R,S,70,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098271.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098272.fna,R,R,R,I,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098274.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098275.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098276.fna,R,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098277.fna,R,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098278.fna,R,S,S,S,S,S,S,69,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098279.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098280.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098283.fna,R,R,R,R,R,S,R,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098293.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098296.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098373.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098374.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098375.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098376.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098377.fna,R,S,S,S,S,S,S,69,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098379.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098643.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098644.fna,S,S,S,S,S,S,S,26,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098645.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098646.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098647.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098648.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098649.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098650.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098651.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098652.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098653.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098654.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098655.fna,R,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098656.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098657.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098658.fna,S,R,R,R,R,S,I,9,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098659.fna,S,S,S,S,S,S,S,26,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098660.fna,R,S,S,S,S,R,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098661.fna,R,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3098662.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3099648.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3099649.fna,R,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3099650.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3099653.fna,R,R,R,I,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3101789.fna,R,R,I,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3101884.fna,S,S,S,S,S,S,S,18,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3101888.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3101892.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3101895.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3101898.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3101900.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110299.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110324.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110325.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110326.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110327.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110328.fna,S,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110329.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110330.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110331.fna,S,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110332.fna,R,R,R,R,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110334.fna,R,R,R,R,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110379.fna,S,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110380.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110463.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110464.fna,R,R,R,R,R,R,I,91,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110465.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110466.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110468.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110469.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110470.fna,R,R,I,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110472.fna,R,R,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110473.fna,R,S,S,S,S,R,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110474.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110475.fna,S,R,I,S,S,R,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110476.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110477.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110478.fna,S,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110479.fna,S,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3110480.fna,S,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111261.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111262.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111263.fna,R,S,S,S,S,R,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111264.fna,S,S,S,S,S,S,S,26,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111265.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111266.fna,S,S,S,S,S,S,S,18,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111267.fna,S,S,S,S,S,S,S,26,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111268.fna,R,R,I,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111269.fna,S,S,S,I,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111270.fna,S,S,S,S,S,S,S,26,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111271.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111272.fna,S,R,R,R,R,S,R,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111273.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111274.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111275.fna,S,S,S,S,S,S,S,26,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3111276.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115182.fna,R,R,I,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115183.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115184.fna,R,R,S,S,S,R,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115185.fna,S,S,S,S,S,R,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115186.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115187.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115188.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115189.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115190.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115191.fna,R,S,S,S,S,R,S,100,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115192.fna,R,R,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115200.fna,R,R,I,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115201.fna,R,R,I,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115202.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115218.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115221.fna,R,R,R,R,R,R,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115222.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115223.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115224.fna,R,R,R,R,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115225.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115226.fna,S,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115230.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115231.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115232.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115233.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115234.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115236.fna,S,S,S,S,S,S,S,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115237.fna,R,S,S,S,S,R,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115238.fna,S,S,S,S,S,S,S,174,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115239.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115242.fna,R,R,I,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115243.fna,R,S,S,S,S,S,S,60,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115369.fna,S,R,S,S,S,S,S,32,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115378.fna,R,R,R,R,R,S,R,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115379.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115380.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115381.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115429.fna,R,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115432.fna,R,S,S,S,S,S,S,160,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115438.fna,S,S,S,S,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3115440.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116153.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116154.fna,R,S,S,S,S,S,S,29,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116156.fna,S,R,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116158.fna,R,R,R,R,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116159.fna,R,R,S,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116160.fna,R,R,S,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116161.fna,R,R,R,I,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116162.fna,S,S,S,S,S,R,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116163.fna,R,S,S,S,S,S,S,29,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116164.fna,S,S,S,S,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116165.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116166.fna,R,S,S,S,S,S,S,29,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116167.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116168.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116169.fna,R,S,S,S,S,S,S,29,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116192.fna,S,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116196.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116197.fna,S,S,S,S,S,S,S,24,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116198.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116200.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3116201.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3122772.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3122773.fna,S,S,S,S,S,R,S,23,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3129298.fna,R,R,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3129703.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3129704.fna,R,S,S,S,S,S,S,8,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3131142.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3131143.fna,S,R,R,R,R,S,R,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3131144.fna,S,R,R,R,R,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3131241.fna,S,R,R,R,R,S,I,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3131242.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3136890.fna,S,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3136891.fna,S,S,S,S,S,S,S,26,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3136893.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3136894.fna,R,S,S,S,S,R,S,26,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3136895.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3136896.fna,S,R,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3136897.fna,S,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3136898.fna,S,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3143634.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3143811.fna,S,S,S,S,S,S,S,26,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146571.fna,R,R,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146574.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146576.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146577.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146578.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146656.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146657.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146658.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146659.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146660.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146661.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146662.fna,S,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146663.fna,R,R,I,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146664.fna,R,R,R,R,R,R,I,34,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146665.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146666.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146667.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146668.fna,R,R,S,S,S,S,I,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146669.fna,R,R,R,R,R,R,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3146670.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3147921.fna,R,R,I,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3147924.fna,R,R,R,R,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3147925.fna,S,R,I,S,S,R,S,140,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3147926.fna,S,R,R,R,R,R,I,25,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3147927.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3147928.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3147929.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3147930.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3147931.fna,R,S,S,S,S,R,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3147932.fna,R,S,S,S,S,R,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3147933.fna,R,R,R,I,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3147934.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3148240.fna,R,R,R,R,R,S,I,189,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3148244.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3148245.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3148312.fna,R,R,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3148341.fna,R,R,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151788.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151789.fna,S,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151790.fna,R,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151792.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151793.fna,R,R,R,R,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151794.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151795.fna,R,R,R,R,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151796.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151797.fna,R,R,I,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151798.fna,S,R,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151799.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151800.fna,S,S,S,S,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151801.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3151802.fna,R,R,R,I,R,S,I,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3156381.fna,R,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3156382.fna,R,I,S,S,S,R,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR3156383.fna,R,R,S,S,S,R,S,21,train
