Species,Project Number,Database,ID,Link,Study DOI
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932964,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932965,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932966,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932967,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932968,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932969,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932970,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932971,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932972,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932973,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932974,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932975,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932976,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932977,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932978,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932979,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932980,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932981,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932982,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932983,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932984,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932985,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932986,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932987,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932988,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932989,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932990,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932991,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932992,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932993,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932994,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932995,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932996,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932997,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932998,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3932999,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933000,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933001,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933002,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933003,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933004,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933005,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933006,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933007,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933008,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933009,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933010,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933011,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933012,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933013,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933014,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933015,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933016,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933017,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933018,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933019,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933020,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933021,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933022,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933023,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933024,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933025,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933026,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933027,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933028,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933029,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933030,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933031,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933032,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933033,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933034,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933035,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933036,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933037,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933038,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933039,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933040,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933041,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933042,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933043,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933044,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933045,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933046,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933047,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933048,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933049,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933050,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933051,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933052,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933053,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933054,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933055,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933056,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933057,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933058,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933059,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933060,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933061,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933062,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933063,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933064,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933065,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933066,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933067,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933068,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933069,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933070,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933071,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR3933072,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
